work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,skill_python,skill_sql,skill_ml,skill_cloud,skill_viz,skill_nlp,skill_stats,experience_level_enc,employment_type_enc,company_size_enc,company_location_enc,employee_residence_enc,job_title_clean,job_title_enc
2023,EX,FT,DATA SCIENTIST,258750,USD,258750,US,0,US,M,1,0,1,0,0,0,0,1,2,1,68,73,DATA SCIENTIST,28
2023,EX,FT,DATA SCIENTIST,185000,USD,185000,US,0,US,M,1,0,1,0,0,0,0,1,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA ENGINEER,231500,USD,231500,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,166000,USD,166000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA SCIENTIST,172500,USD,172500,US,100,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,110500,USD,110500,US,100,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA ENGINEER,238000,USD,238000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,176000,USD,176000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,237000,USD,237000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,201450,USD,201450,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,APPLIED SCIENTIST,309400,USD,309400,US,0,US,L,0,0,0,0,0,0,0,3,2,0,68,73,APPLIED SCIENTIST,5
2023,SE,FT,APPLIED SCIENTIST,159100,USD,159100,US,0,US,L,0,0,0,0,0,0,0,3,2,0,68,73,APPLIED SCIENTIST,5
2023,SE,FT,DATA ENGINEER,115000,USD,115000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,81500,USD,81500,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA SCIENTIST,237000,USD,237000,US,100,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,201450,USD,201450,US,100,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,COMPUTER VISION ENGINEER,280000,USD,280000,US,0,US,M,0,0,0,0,0,0,0,3,2,1,68,73,COMPUTER VISION ENGINEER,13
2023,SE,FT,COMPUTER VISION ENGINEER,210000,USD,210000,US,0,US,M,0,0,0,0,0,0,0,3,2,1,68,73,COMPUTER VISION ENGINEER,13
2023,SE,FT,DATA ARCHITECT,280100,USD,280100,US,100,US,M,0,0,0,0,0,0,0,3,2,1,68,73,DATA ARCHITECT,18
2023,SE,FT,DATA ARCHITECT,168100,USD,168100,US,100,US,M,0,0,0,0,0,0,0,3,2,1,68,73,DATA ARCHITECT,18
2023,SE,FT,DATA ENGINEER,193500,USD,193500,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,139000,USD,139000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,DATA SCIENTIST,510000,HKD,65062,HK,0,HK,L,1,0,1,0,0,0,0,2,2,0,30,32,DATA SCIENTIST,28
2023,SE,FT,MACHINE LEARNING ENGINEER,150000,USD,150000,PT,100,US,M,0,0,1,0,0,0,0,3,2,1,68,61,MACHINE LEARNING ENGINEER,39
2023,MI,FT,APPLIED MACHINE LEARNING ENGINEER,65000,EUR,69751,IN,100,DE,S,0,0,1,0,0,0,0,2,2,2,19,38,OTHER,47
2022,EN,FT,AI DEVELOPER,300000,USD,300000,IN,50,IN,L,0,0,1,0,0,0,0,0,2,0,37,38,AI DEVELOPER,0
2023,MI,FT,MACHINE LEARNING ENGINEER,90000,EUR,96578,NL,100,NL,L,0,0,1,0,0,0,0,2,2,0,52,55,MACHINE LEARNING ENGINEER,39
2023,SE,FT,BUSINESS INTELLIGENCE ENGINEER,185900,USD,185900,US,0,US,M,0,0,0,0,0,0,0,3,2,1,68,73,BUSINESS INTELLIGENCE ENGINEER,11
2023,SE,FT,BUSINESS INTELLIGENCE ENGINEER,129300,USD,129300,US,0,US,M,0,0,0,0,0,0,0,3,2,1,68,73,BUSINESS INTELLIGENCE ENGINEER,11
2023,SE,FT,DATA ENGINEER,225000,USD,225000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,175000,USD,175000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,185000,USD,185000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,140000,USD,140000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA SCIENTIST,45000,EUR,48289,ES,0,ES,M,1,0,1,0,0,0,0,3,2,1,24,26,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,36000,EUR,38631,ES,0,ES,M,1,0,1,0,0,0,0,3,2,1,24,26,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,105000,USD,105000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,70000,USD,70000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,EN,FT,MACHINE LEARNING ENGINEER,163196,USD,163196,US,0,US,M,0,0,1,0,0,0,0,0,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,EN,FT,MACHINE LEARNING ENGINEER,145885,USD,145885,US,0,US,M,0,0,1,0,0,0,0,0,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,DATA ENGINEER,217000,USD,217000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,185000,USD,185000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ANALYST,202800,USD,202800,US,0,US,L,1,1,0,0,1,0,0,3,2,0,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,104300,USD,104300,US,0,US,L,1,1,0,0,1,0,0,3,2,0,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,145000,USD,145000,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,65000,USD,65000,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ENGINEER,165000,USD,165000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,132300,USD,132300,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,179170,USD,179170,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,94300,USD,94300,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,ANALYTICS ENGINEER,152500,USD,152500,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,ANALYTICS ENGINEER,116450,USD,116450,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,DATA ENGINEER,247300,USD,247300,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,133800,USD,133800,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,RESEARCH ENGINEER,203000,USD,203000,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,RESEARCH ENGINEER,49
2023,SE,FT,RESEARCH ENGINEER,133000,USD,133000,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,RESEARCH ENGINEER,49
2023,EN,FT,RESEARCH SCIENTIST,220000,USD,220000,US,50,US,L,0,0,0,0,0,0,1,0,2,0,68,73,RESEARCH SCIENTIST,50
2022,EN,FT,MACHINE LEARNING ENGINEER,54000,CHF,56536,CH,100,CH,S,0,0,1,0,0,0,0,0,2,2,13,13,MACHINE LEARNING ENGINEER,39
2023,SE,FT,DATA SCIENTIST,120000,USD,120000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,ANALYTICS ENGINEER,289800,USD,289800,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,ANALYTICS ENGINEER,214000,USD,214000,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,ANALYTICS ENGINEER,179820,USD,179820,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,ANALYTICS ENGINEER,143860,USD,143860,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,MACHINE LEARNING ENGINEER,283200,USD,283200,US,100,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,MACHINE LEARNING ENGINEER,188800,USD,188800,US,100,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,ANALYTICS ENGINEER,214200,USD,214200,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,DATA ENGINEER,185900,USD,185900,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,129300,USD,129300,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,252000,USD,252000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,129000,USD,129000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,DATA ANALYTICS MANAGER,155000,USD,155000,US,0,US,M,0,0,0,0,0,0,1,2,2,1,68,73,DATA ANALYTICS MANAGER,17
2023,MI,FT,DATA ANALYTICS MANAGER,140000,USD,140000,US,0,US,M,0,0,0,0,0,0,1,2,2,1,68,73,DATA ANALYTICS MANAGER,17
2023,SE,FT,DATA ENGINEER,161800,USD,161800,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,141600,USD,141600,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,MACHINE LEARNING ENGINEER,176100,USD,176100,US,0,US,L,0,0,1,0,0,0,0,3,2,0,68,73,MACHINE LEARNING ENGINEER,39
2023,MI,FT,DATA ENGINEER,100000,USD,100000,US,100,US,M,1,1,0,0,0,0,0,2,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,DATA ENGINEER,70000,USD,70000,US,100,US,M,1,1,0,0,0,0,0,2,2,1,68,73,DATA ENGINEER,19
2023,EN,FT,DATA ENGINEER,85000,USD,85000,US,0,US,M,1,1,0,0,0,0,0,0,2,1,68,73,DATA ENGINEER,19
2023,EN,FT,DATA ENGINEER,65000,USD,65000,US,0,US,M,1,1,0,0,0,0,0,0,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA SCIENTIST,138784,USD,138784,US,100,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,83270,USD,83270,US,100,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,EN,FT,DATA ANALYST,75000,USD,75000,US,0,US,M,1,1,0,0,1,0,0,0,2,1,68,73,DATA ANALYST,15
2023,EN,FT,DATA ANALYST,70000,USD,70000,US,0,US,M,1,1,0,0,1,0,0,0,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,204500,USD,204500,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,138900,USD,138900,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,MACHINE LEARNING ENGINEER,212200,USD,212200,US,100,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,DATA ENGINEER,95000,USD,95000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,75000,USD,75000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA SCIENTIST,195000,USD,195000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,160000,USD,160000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,ANALYTICS ENGINEER,230000,USD,230000,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,ANALYTICS ENGINEER,143200,USD,143200,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,MI,FT,BUSINESS DATA ANALYST,105000,USD,105000,US,50,US,L,1,1,0,0,1,0,0,2,2,0,68,73,BUSINESS DATA ANALYST,10
2023,MI,FT,APPLIED DATA SCIENTIST,1700000,INR,20670,IN,100,IN,L,1,0,1,0,0,0,0,2,2,0,37,38,APPLIED DATA SCIENTIST,3
2023,MI,FT,DATA ANALYST,38000,GBP,46178,GB,0,GB,M,1,1,0,0,1,0,0,2,2,1,27,29,DATA ANALYST,15
2023,MI,FT,DATA ANALYST,35000,GBP,42533,GB,0,GB,M,1,1,0,0,1,0,0,2,2,1,27,29,DATA ANALYST,15
2023,SE,FT,DATA ENGINEER,145000,USD,145000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ANALYST,168400,USD,168400,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,105200,USD,105200,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,MACHINE LEARNING ENGINEER,190000,USD,190000,US,0,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,MACHINE LEARNING ENGINEER,150000,USD,150000,US,0,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,ANALYTICS ENGINEER,150000,USD,150000,US,100,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,ANALYTICS ENGINEER,120000,USD,120000,US,100,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,DATA ENGINEER,120000,USD,120000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ANALYST,45000,GBP,54685,CF,100,CF,M,1,1,0,0,1,0,0,3,2,1,12,12,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,35000,GBP,42533,CF,100,CF,M,1,1,0,0,1,0,0,3,2,1,12,12,DATA ANALYST,15
2023,SE,FT,DATA ENGINEER,241000,USD,241000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,155000,USD,155000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,220000,USD,220000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,190000,USD,190000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,DATA SCIENTIST,55000,GBP,66837,GB,0,GB,M,1,0,1,0,0,0,0,2,2,1,27,29,DATA SCIENTIST,28
2023,MI,FT,DATA SCIENTIST,45000,GBP,54685,GB,0,GB,M,1,0,1,0,0,0,0,2,2,1,27,29,DATA SCIENTIST,28
2020,EX,FT,STAFF DATA ANALYST,15000,USD,15000,NG,0,CA,M,1,1,0,0,1,0,0,1,2,1,11,54,OTHER,47
2023,MI,FT,ETL ENGINEER,70000,GBP,85066,GB,100,GB,M,0,0,0,0,0,0,0,2,2,1,27,29,OTHER,47
2023,MI,FT,ETL ENGINEER,47500,GBP,57723,GB,100,GB,M,0,0,0,0,0,0,0,2,2,1,27,29,OTHER,47
2023,EN,FT,DATA ANALYST,85000,USD,85000,US,100,US,M,1,1,0,0,1,0,0,0,2,1,68,73,DATA ANALYST,15
2023,EN,FT,DATA ANALYST,75000,USD,75000,US,100,US,M,1,1,0,0,1,0,0,0,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ENGINEER,160000,USD,160000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,MACHINE LEARNING ENGINEER,300000,USD,300000,US,0,US,M,0,0,1,0,0,0,0,2,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,MI,FT,MACHINE LEARNING ENGINEER,250000,USD,250000,US,0,US,M,0,0,1,0,0,0,0,2,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,DATA SCIENTIST,228000,USD,228000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,186000,USD,186000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,190000,USD,190000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,MI,FT,RESEARCH ENGINEER,230000,USD,230000,US,0,US,M,0,0,0,0,0,0,1,2,2,1,68,73,RESEARCH ENGINEER,49
